Lauren Arellano,7,8,9,5,7,9,5,1
Joseph Alvarez,8,5,7,8,3,5,3,9
Kari Hughes,3,5,2,9,2,2,9,1
Madison Wade,4,6,1,4,3,2,9,6
Angela Martin,7,8,9,9,4,3,6,3
Alyssa Coleman,8,9,5,9,1,2,3,4
Karen Peterson,5,4,5,1,8,9,5,8
John Blake,9,4,9,2,7,4,8,6
Tony Greene,7,2,6,9,5,9,8,5
Erica Mann,8,9,3,9,8,2,9,1
Alexander Shah,6,3,9,5,4,3,6,4
Richard Parker MD,3,1,4,1,3,9,4,8
Charles Knight,5,3,2,5,3,9,6,7
Paula Hernandez,6,8,3,8,9,6,5,5
Ricardo Haas,1,6,3,2,5,8,6,6
Andrea Collins,3,4,8,1,1,4,6,5
Marcus Sullivan,9,2,4,1,4,6,7,3
Jonathan Meyer,8,7,5,4,2,2,8,7
Jennifer Hoffman,4,9,8,3,1,1,6,7
Cassandra Thomas,5,9,6,5,5,6,9,7
William Hansen,9,7,3,7,4,7,6,4
Brianna Pearson,5,8,4,8,4,6,2,7
Lee Jones,1,9,6,4,6,3,7,6
Russell Paul,9,4,8,5,1,7,2,5
Caitlin Yang,6,5,9,4,2,3,6,6
Andrea Jackson,3,3,1,9,3,9,7,3
Bradley Dawson,5,8,5,3,8,9,2,9
Amy Shaw,8,7,2,6,9,9,8,6
Kenneth Reynolds,8,7,8,7,8,7,7,4
Scott Kirk,9,3,7,8,7,3,7,6
Monique Mejia,1,4,1,8,5,4,2,6
Randy Martinez,8,6,2,9,8,4,4,3
Victoria Hoffman,3,6,5,8,3,1,8,3
Jeremy Ellison,3,9,6,6,4,5,6,4
Emily Lewis,9,7,3,8,3,9,1,2
Daniel Parker,9,7,6,5,3,2,9,5
James Pittman,5,8,1,6,4,6,4,5
Melanie Daniel,6,3,3,4,2,5,1,6
Dr. Howard Johnson,3,1,9,5,3,8,9,7
Morgan Sampson,9,3,7,1,7,2,5,3
Roger Hughes,7,3,9,5,6,2,1,8
Sarah Owens,4,9,9,1,9,1,2,4
Marcus Guzman,5,2,4,9,8,5,9,8
Trevor Howell,1,4,6,1,9,9,7,7
Tina Nielsen,8,6,3,7,1,6,1,8
Jordan Mccarthy,9,1,9,2,4,4,9,1
Kathryn Taylor,4,9,6,4,1,6,8,4
Madison Dyer,2,9,4,8,2,3,9,4
Lisa Koch,8,9,6,4,4,5,9,4
Sean Oliver,1,4,1,6,4,5,9,4
Sarah Rubio,8,3,9,8,3,4,8,8
Christine Williams,5,7,3,7,7,9,8,4
Julie Jackson,6,4,1,5,4,3,3,4
Tanya Anderson,4,2,6,2,1,3,2,4
Wendy Baker,3,9,4,8,1,3,8,2
Mary Hernandez,3,6,1,5,3,4,8,1
Jerry Hunter,5,7,6,2,5,3,8,8
David Porter,3,2,3,5,3,2,4,2
Justin Watts,3,5,3,9,2,5,1,5
Seth Harmon,6,3,9,6,1,2,1,5
Madison Simmons,2,6,1,7,1,9,3,4
Joseph Ellis,8,5,4,1,3,5,2,7
Jason Adams,8,4,7,3,2,8,7,2
Russell Bernard,4,6,3,8,5,5,5,3
Anthony Romero,3,3,1,5,4,8,1,4
Nicole Ayala,9,9,4,2,3,3,7,7
Valerie Johnson,5,1,7,3,3,4,3,9
Mary Rivera,4,2,5,5,4,9,6,4
Taylor Morales,8,7,2,7,1,1,9,4
Tara Key,6,2,8,8,8,5,3,2
Whitney Young,9,4,7,2,7,9,9,1
Nathaniel Molina,5,6,3,7,3,5,4,8
Jeffery Myers,7,4,6,1,5,4,1,5
Richard Perry,5,3,7,9,8,2,8,4
Mark Rodriguez,3,3,9,4,7,1,7,8
Travis Thomas,9,8,8,3,9,2,3,2
Jennifer Taylor,7,6,5,9,3,9,1,6
Mike Gilmore,6,7,5,6,1,3,2,8
Michele Boyd,5,5,8,6,4,2,7,6
Katherine Hicks,8,2,6,5,3,3,5,3
Larry Lambert,6,1,6,2,8,7,3,6
Bradley Anderson,8,3,8,5,7,4,2,4
Anthony Gibbs,8,1,8,9,8,5,9,7
Natalie Hernandez,6,2,8,8,3,5,4,8
Kimberly Fitzpatrick,3,8,7,1,6,8,3,5
Karen Johnson,2,9,1,3,5,6,6,9
Brad Ramirez,6,7,1,8,7,1,2,1
Pamela Huerta,7,2,7,3,7,1,3,3
James Wyatt,9,8,6,4,4,2,9,5
William Martinez,8,1,5,1,1,1,8,5
Veronica Davis,5,7,7,5,5,7,6,1
Brandon Baird,1,6,9,6,6,7,7,8
Andrew Baker,4,4,4,9,9,8,7,8
Thomas Stewart,9,3,5,8,7,5,8,2
Jennifer Tyler,4,6,8,3,9,2,7,4
Jessica Hall,4,4,3,3,1,4,5,7
Thomas Simpson,7,9,8,5,2,9,9,8
Louis Green,8,6,3,2,3,2,4,4
Nicholas Jackson,8,4,4,3,6,7,2,1
Carlos Baker,8,7,7,1,7,1,6,7
Kelly Watkins,3,6,8,2,3,3,4,2
Stephanie Johnson,6,8,1,8,5,6,5,7
Leon Short,2,9,4,8,9,4,7,8
Denise Lewis,1,1,8,4,8,1,1,4
Jacob Kennedy,1,7,2,4,6,6,9,2
Alejandra Quinn,9,1,5,7,9,1,5,5
Joe Smith,7,2,2,8,6,5,7,4
Frank Flowers,8,4,4,5,6,6,2,2
Eric Rice,8,5,5,7,9,4,7,9
James Jackson,7,5,3,3,4,4,4,3
Russell Taylor,1,5,6,2,9,1,6,5
Amy Case,4,4,8,2,4,7,3,6
Alexander Kelly,4,6,7,6,3,1,9,6
Rhonda Harper,4,9,8,8,9,9,9,6
Deborah Solis,8,3,2,1,6,6,7,6
Angela Bailey,5,3,8,7,8,2,4,6
Sarah Watson,7,4,6,2,7,8,3,9
Chris Davis,6,7,2,7,9,5,2,4
Richard Hayden,1,8,9,8,8,2,9,6
Christopher Peters,2,2,2,3,9,9,6,9
Ronnie Gonzalez,8,1,6,9,2,3,3,6
Katherine Cole,1,9,1,2,1,4,7,4
Michelle Russell,5,6,4,3,3,4,5,8
Perry Duncan,9,4,2,1,6,6,1,4
Crystal Barber,5,7,4,8,1,8,4,6
Mr. James Bishop DDS,2,2,5,2,1,8,3,5
Laurie Freeman,1,7,6,5,7,4,4,9
Aaron Flowers,1,2,9,1,1,3,7,1
Shelley Nicholson,1,4,6,8,9,5,1,8
Mary Ortega DDS,4,2,7,8,5,1,8,1
Jessica Gibson,5,3,8,4,1,3,6,1
Angela Lopez,2,5,1,7,5,5,2,4
Kelsey Gonzales,5,3,9,8,6,2,2,5
Jason Berry,5,3,8,9,9,9,6,8
Dr. Jessica Ramirez,7,4,3,9,3,6,5,7
Sarah Carpenter,2,3,4,6,8,2,1,7
David Sanford,1,4,2,8,4,9,3,2
Todd Price,5,1,7,1,2,2,1,2
Michael Roberts,2,4,7,9,2,8,4,6
Maria Mendoza,8,6,6,8,1,1,7,4
Jeremiah Smith,2,5,4,9,8,6,4,5
John Wright,8,7,8,9,6,5,3,7
Timothy Evans,4,7,9,3,3,7,8,1
Jeffrey Aguilar,7,1,7,7,9,1,9,4
Mr. Robert Munoz,4,5,4,8,1,2,8,9
Preston Stevens,4,2,2,9,6,7,9,4
Elizabeth Torres,3,5,3,6,7,8,8,6
Christopher Mcguire,1,4,9,4,4,6,2,6
Joshua Lee,4,7,4,6,5,5,8,6
Devon Harris MD,5,7,8,6,5,7,4,5
Jennifer Chambers,1,9,2,3,3,4,5,6
Ryan Hurst,8,4,5,5,6,1,1,1
Brenda Vincent,6,9,2,4,1,5,8,6
Shari Collins,6,2,8,6,7,8,2,5
Deborah Butler,2,4,3,9,7,7,3,5
Kimberly Bell,4,9,9,8,4,7,7,3
Samantha Petty,5,3,3,7,9,6,4,4
John Yang,9,7,9,1,5,7,3,1
Lauren Rodriguez,8,7,8,5,9,6,5,5
Katie Klein,1,2,1,7,6,8,1,5
Vickie Mathis,9,7,3,2,7,5,5,1
Ashley Cole,2,8,5,3,8,1,9,8
Sara Oneal,5,5,9,2,8,6,6,1
Kristin Davis,3,2,6,7,3,5,6,2
Judy Archer,1,3,3,2,4,9,5,3
Keith Bennett,2,4,3,3,8,8,7,3
Mrs. Anne Sanchez,2,8,2,4,2,1,4,9
Christian Miller,2,2,5,8,8,9,2,2
Denise Adkins,1,1,3,7,1,9,2,3
Tamara Miles,9,9,5,4,5,4,1,8
Daniel Harvey,4,8,5,5,8,3,6,5
Patricia Schwartz,5,5,9,7,8,2,2,8
Jamie Perry,9,2,3,4,9,8,6,1
Dr. Margaret Hall,3,6,9,7,4,5,2,3
Miss Nicole Hernandez,8,9,8,8,1,4,5,7
Seth Tanner,7,2,2,7,9,7,1,9
Jimmy Berry,7,5,5,8,6,9,6,9
Troy Ortiz,9,5,6,3,7,8,1,3
Robert Rose,6,6,1,8,3,8,9,9
Stephen Knight,9,8,4,7,6,3,9,4
Emily Nguyen,3,3,2,8,2,6,9,2
Christina Watson,9,8,8,1,2,4,9,9
Brooke Fletcher,4,9,3,8,5,8,4,2
Nancy Le,9,1,3,4,6,6,8,2
Tyler Gray,3,5,2,2,3,5,6,5
Heather Garcia,2,3,6,3,4,6,3,6
John Garcia,7,4,5,5,6,2,3,7
Victoria Perry,5,3,7,1,8,1,2,6
Scott Garcia,9,4,3,2,7,4,6,8
Adrian Rodriguez,4,9,5,4,9,2,7,5
Eric Gordon,5,5,6,9,5,7,6,9
Mark Jackson,5,8,8,6,3,9,8,6
Brandy Miller MD,4,8,9,1,8,1,1,4
Jamie Trujillo,4,4,9,3,4,8,6,3
Sherri Carroll,5,8,8,4,5,3,6,8
Sarah Ramsey,4,4,1,6,1,6,4,6
Donna Edwards,6,8,3,4,2,2,7,2
Nicholas Underwood,3,4,4,2,3,3,6,8
Donna Zhang,9,3,9,1,9,3,7,6
Michael Hudson,8,5,3,8,4,6,4,5
Mark Armstrong,6,4,1,3,1,5,6,3
Michael Morgan,5,5,5,4,7,2,6,3
Adam Olsen,6,5,8,3,3,3,6,9
Jacqueline Howell,9,1,3,7,3,2,7,4
Connie Perez,8,8,4,5,3,5,4,5
Zachary Gonzalez,7,2,3,9,9,9,3,1
Eric Hunter,6,8,8,8,4,1,4,3
Anthony King,5,8,7,1,7,8,5,9
Bradley Campbell,9,2,1,8,6,4,4,8
Rebecca Jones,2,4,4,8,9,1,4,7
Kristen Mccall,5,9,5,7,8,7,4,1
Amber Long,7,4,8,4,4,9,1,3
Joseph Sims,2,1,7,9,4,9,4,4
Dustin Mccarthy,7,7,6,4,1,6,3,6
Anna Campbell,4,2,7,5,2,9,4,2
Michael Gill,9,6,2,8,7,9,4,2
Shannon Cohen,7,8,3,2,9,5,5,7
Joanna Marsh,2,9,4,5,8,6,6,5
Felicia Donaldson,3,6,9,1,5,5,1,4
Julie George,8,8,2,6,9,5,5,5
Andrew Murray,6,2,2,4,6,4,2,4
Mark Marsh,6,5,8,1,7,9,8,9
Monica Carr,6,1,9,3,4,2,9,9
Justin Little,8,1,3,9,3,1,6,6
Karen Vaughn,6,4,7,6,8,3,5,2
Mary Perez,9,1,1,8,4,3,9,5
Beverly Sanders,5,2,3,6,1,4,9,7
Amy Cole,5,6,3,3,4,4,3,5
Austin Parker,2,5,1,2,8,3,4,5
Traci Lucas,9,5,4,9,2,9,3,4
Rebecca Peck,8,3,1,2,7,1,1,8
Dr. Evelyn Ryan,2,7,1,9,5,8,6,5
Kelsey Hernandez,6,5,3,8,2,5,9,2
Megan Jacobs,3,1,4,9,8,7,2,2
Leslie Morrison,6,9,1,2,5,3,8,1
Justin Mcdaniel,4,1,1,6,3,6,4,8
Melanie Gonzales,5,5,2,7,4,1,9,3
Jesse Zavala,3,6,4,8,9,1,9,7
Lawrence Castro,2,7,6,7,2,6,5,6
Aaron Sharp,3,3,5,8,7,3,7,8
Amber Rosario,8,2,6,5,6,4,7,4
Lindsey Heath,1,8,2,3,2,3,3,3
Randall Anderson,2,8,1,2,9,1,8,3
Mr. Steven Pierce,5,2,3,4,5,3,4,3
James Perez,4,1,2,3,2,3,1,7
Paula Wood,1,7,1,7,2,8,3,2
Dr. John Frye,2,7,5,9,2,9,8,3
Johnny Valenzuela,6,5,7,1,4,4,9,2
Sarah Martin,7,6,3,9,5,7,4,1
Eric Hernandez,2,1,9,9,6,2,3,7
Peter Carlson,9,9,7,5,2,6,3,3
Heather Wright,6,9,2,6,4,1,4,6
Christina Eaton,3,5,1,6,1,5,8,8
Stephanie Bauer,9,9,2,9,3,2,1,2
Jessica Harper,8,8,5,9,6,4,3,4
Gabriel Young,3,3,2,6,5,4,3,3
William Mack,4,1,6,5,1,3,8,2
David Miller PhD,4,9,1,2,5,3,5,3
Susan Johnson,1,5,9,6,4,2,5,4
Vickie Whitehead,9,4,1,4,4,4,6,9
Anthony Scott,2,9,4,1,4,1,2,1
Brenda Williams,6,2,1,5,1,1,3,3
Philip Reed,9,7,9,4,5,3,3,4
Pam Velasquez,1,1,9,5,8,2,5,3
Stephanie Murray,2,2,9,3,1,9,4,2
Michael Osborne,2,9,3,8,9,3,1,2
Marissa Frank,5,7,1,9,5,3,9,9
Carla Williams,1,6,8,5,9,5,4,5
Marcus Freeman Jr.,3,4,9,1,8,6,1,1
Amy Jensen,9,3,2,6,1,5,2,9
Cody Hernandez,9,3,6,2,2,3,5,4
Ashley Hill DVM,7,2,4,6,5,8,3,8
Alexander Brown,1,7,3,1,7,5,4,2
Teresa Howard,4,9,8,3,5,1,6,4
Wayne Bradley,1,2,8,3,8,6,5,5
Derek Martin,9,3,9,8,9,3,3,6
Christina Thompson,7,1,8,7,3,9,8,3
Jonathan Holland,5,3,2,8,1,2,9,6
Gary Frank,2,5,6,8,2,7,5,1
Kathleen Armstrong,3,6,7,3,5,8,9,7
Joseph Lee,2,9,6,3,5,1,1,4
Dustin Molina,2,3,4,4,8,1,7,8
Jeff Massey,1,9,2,5,7,5,9,2
Ashley Franklin,7,8,4,5,3,3,7,9
Bruce Lewis,7,5,1,1,3,3,2,7
John Simmons,3,3,4,4,4,8,4,3
Melissa Aguirre,3,5,5,4,2,9,8,1
Anthony Perkins,7,3,1,6,8,7,9,3
Brandon Duncan,6,8,1,5,6,1,5,8
Jacob Foster,4,4,7,7,1,1,3,6
Christopher Diaz,3,3,5,3,4,1,6,9
Ronald Stevens,9,9,7,7,7,5,4,3
Jillian Armstrong,8,1,9,2,4,2,9,5
Sean Knight,2,3,6,2,2,5,8,2
Eric Frazier,8,4,7,3,7,9,5,5
Melinda Dixon,6,5,3,8,2,7,7,1
Jordan Blackburn,8,5,1,3,4,3,1,5
Theodore Jacobson,2,8,4,8,8,4,7,9
Omar Flores,1,1,6,1,6,2,4,8
Shaun Wheeler,8,6,7,7,2,4,1,2
Christina Stephens DVM,2,2,8,3,2,3,7,3
Sara Rivas,1,9,6,9,9,6,9,6
Matthew White,4,5,6,2,9,3,7,5
Barry Scott,9,4,6,5,3,2,4,9
Sherry Bryant,2,8,5,5,4,9,7,6
Brandon Burnett,2,9,3,5,9,7,5,2
William Walter,7,2,6,3,1,8,2,2
Jesse Moreno,2,4,4,1,8,5,5,3
Colton Wright,6,1,8,5,5,3,6,1
Krystal Bennett,2,6,6,9,7,9,6,6
Patricia Williams,1,1,2,3,2,2,1,5
Kristin Everett,9,7,5,9,3,5,3,1
Sonia Lewis,8,9,4,2,9,5,3,2
Shannon Jenkins,7,5,6,7,1,4,5,7
Kathleen Harper,8,9,5,1,2,4,5,2
Kevin Collins,1,3,5,1,7,8,7,2
Seth Buckley,2,1,3,3,9,2,4,8
Shawna Barton,6,6,6,5,7,6,1,2
Tyler Vaughn,9,8,1,3,1,6,7,2
Maria Arellano,1,6,3,6,4,8,9,5
Bobby Hamilton,3,6,6,4,2,3,9,8
Jenny Harrison,4,3,9,7,7,4,6,9
John Johnson,6,1,1,4,1,6,1,4
Erik Smith,5,1,5,7,2,4,3,6
James Ramos,3,8,4,7,3,4,7,5
Don Griffin,5,8,1,5,5,9,5,6
Christina Williams,2,9,4,8,8,5,3,9
Bryan Hatfield,8,2,8,8,6,4,7,8
Stacey Higgins,3,2,9,4,1,1,7,6
Troy Fisher,5,8,6,6,6,1,1,1
Scott Wood,3,9,4,7,7,5,2,5
Billy Wood,7,2,4,3,2,8,1,5
Scott Lewis,1,8,7,8,4,1,4,4
Matthew Maddox,3,6,7,1,1,4,4,3
Linda Glenn,6,2,8,5,2,1,2,7
Ashley Mahoney,3,3,8,7,6,9,2,4
Brian Luna,2,7,8,3,1,5,3,8
Cody Levine,4,2,5,8,1,3,2,6
Sonya Fernandez,8,9,6,2,9,2,1,8
Amy Kennedy,4,5,7,2,4,9,7,3
Caitlyn Flores,6,2,2,9,9,5,7,8
Julia Meyers,4,2,5,4,9,9,2,5
Ryan Thomas,4,6,2,3,7,6,5,1
Kathleen Lloyd,9,5,3,6,5,9,9,2
Jean Crane,8,7,5,4,5,8,7,6
Carolyn Ashley,2,4,5,1,1,8,5,9
Stephen Jimenez,1,9,6,8,8,9,4,6
Mr. Joshua Guerrero MD,7,1,7,3,4,4,6,3
Ashley Murphy,4,6,7,1,2,4,8,4
Trevor Ritter,8,9,1,8,7,8,8,1
Bryan Zavala,2,2,6,2,9,6,9,5
Mike Davidson,4,4,9,7,1,3,5,5
Christine Sherman,9,3,1,5,8,6,1,6
Andrea Wilson,9,2,2,7,9,3,9,8
Patrick Ortiz,9,4,8,9,2,8,6,8
Valerie Clark,6,5,3,2,7,6,4,3
Erica Donaldson,9,7,4,8,4,7,8,3
Mark Moore,1,2,9,5,9,3,1,6
Elizabeth French,5,2,1,6,1,4,1,1
Chelsea Strong,2,6,2,5,7,1,6,1
Douglas Parker,1,9,9,4,1,4,8,7
Elizabeth Snow,5,9,1,6,8,5,2,8
Stacey Joyce,9,8,4,4,8,6,1,9
Douglas Bryan,5,6,3,2,4,1,4,2
Shelly Woodard,8,8,1,7,3,3,5,3
Daniel Perkins,6,1,1,7,9,4,3,5
Diane Brown,5,3,9,9,2,7,1,8
Natalie Crawford,8,4,9,1,6,5,5,1
Mason Webb,8,2,9,4,1,9,7,7
Daniel Ortiz,3,9,1,5,4,4,9,1
Brian Gordon,5,9,3,3,6,9,8,8
Amber Jones,6,5,2,9,5,7,7,6
Kenneth Bennett,9,3,7,5,9,8,4,5
Mackenzie Frost,6,3,4,1,5,1,8,4
Steven Martinez,7,8,2,1,3,2,8,3
Mackenzie Morse,9,7,6,3,4,8,6,5
Holly Martin,2,3,5,9,8,4,8,9
John Mcdowell,8,8,2,9,1,4,5,9
Eric Baker,6,8,1,3,1,1,2,5
Calvin Chandler,9,3,7,8,3,5,7,3
Bradley King,9,5,5,1,2,4,1,4
Jill Campbell,4,1,4,9,6,2,1,4
Mark Gonzalez,9,6,7,5,7,4,4,6
Bethany Barrera,2,9,6,3,1,9,4,4
Kathleen Wilson,8,3,4,7,1,2,4,8
Angela Graham,8,6,5,8,7,6,1,4
Ashley Martinez,8,2,1,2,1,7,6,1
Jacqueline Turner,5,3,8,9,5,3,3,8
Allen Price,3,5,9,8,7,9,4,7
Heather Guzman,4,3,4,9,7,1,4,8
Thomas Hansen,5,1,5,9,4,2,6,8
Allen Sanders,3,7,3,2,1,9,8,5
Chloe Page,8,3,9,5,8,6,2,6
Dr. Rodney Robinson Jr.,6,3,5,8,9,3,1,2
Chelsea Lane,2,4,7,2,7,5,9,8
John Ruiz,3,3,4,7,2,6,8,6
Angela Cruz,9,7,7,3,5,4,2,3
Brandon Cline,2,1,7,9,8,7,4,6
John Griffin,4,2,9,2,3,6,6,4
Jordan Valencia,5,8,7,4,6,4,3,5
Christopher Fletcher,4,2,6,5,2,4,2,7
Brad Spencer,6,8,6,2,9,3,6,2
Mallory Pitts,6,7,9,5,3,8,1,1
Samuel Hall,2,1,1,8,8,3,6,8
Mark Lee,3,6,1,5,2,4,4,3
Adrian Thornton,5,6,4,3,2,9,7,7
Christopher Byrd,2,4,6,9,5,6,4,1
Caleb Ingram,9,3,2,8,6,6,7,9
Jillian Rush,3,1,1,3,6,9,6,9
Jonathan Jones,9,1,5,1,7,4,5,5
April Smith,3,7,9,2,1,2,6,8
Lisa Holland,9,4,9,2,8,9,9,4
Stephanie Love,8,2,9,6,8,5,2,3
Courtney Pittman,9,8,5,3,9,9,6,2
Bethany Byrd,5,6,7,6,2,5,5,1
Megan Lee,6,1,5,5,4,2,8,4
Holly Wilson,6,9,7,6,5,3,8,6
Jodi Thompson,3,8,5,8,7,8,7,9
Joseph Mcclain,3,8,1,3,8,1,1,7
Dr. Adriana Swanson,5,1,1,9,4,3,8,6
Danielle Wallace,1,2,2,8,4,1,4,6
Christopher Parker,8,6,4,9,3,4,4,1
William Daniels,6,4,1,4,8,5,4,1
William Morton,4,3,8,9,6,1,5,4
Lauren Mccormick,6,6,8,5,8,7,1,8
Frank Gonzales,5,4,8,4,9,4,9,6
Joshua Rodgers,1,5,9,1,2,1,4,2
James Gonzalez,6,9,9,1,4,3,7,1
George Fisher,6,1,4,3,4,1,3,2
Michelle Holloway,5,2,5,9,6,7,6,2
Larry Hughes,3,4,1,8,1,1,2,5
Kevin Macdonald,3,2,2,8,2,2,9,2
Paula Hart,4,1,9,5,3,7,7,2
Michael Conner,3,3,7,5,3,2,2,7
Monica Montoya,8,6,3,4,4,9,5,9
Elizabeth Silva,8,7,7,2,4,1,8,9
Jacob Patterson,5,7,2,8,1,4,3,8
Emily Gillespie,3,5,8,9,3,3,9,6
Sarah Harris,8,4,2,5,9,9,9,1
Patricia Davidson,4,6,5,1,4,7,6,7
Kimberly Arnold,3,9,3,9,3,2,1,6
Gary Lowe,7,7,6,8,3,5,1,7
Brian Lopez MD,6,1,7,3,5,1,9,6
Patrick Grant,3,8,2,1,3,6,6,5
Brittany Reynolds,8,6,4,8,1,6,1,1
Tracy Burnett,5,4,6,9,3,9,6,5
Jason Hancock,5,8,4,6,9,1,6,7
Bethany Hernandez,7,1,7,8,9,2,6,7
Jonathan Alvarez,6,2,9,9,2,8,6,9
Emily Jimenez,8,5,6,1,5,4,1,4
Samantha Bowman,3,2,2,4,8,3,3,8
Maria Williams,2,6,6,6,5,5,9,4
Curtis Ortega,3,2,5,7,6,7,9,4
Brian Alexander,3,7,7,6,9,7,7,2
Lorraine Green,6,1,1,5,6,5,9,3
Katie Phillips,1,1,9,6,8,1,4,9
Sandra Jackson,3,6,4,7,2,5,2,2
Diana Lamb,7,5,3,6,5,1,7,7
Pamela Armstrong,6,3,5,9,2,4,1,3
Rick Browning Jr.,1,1,8,9,6,2,4,1
Margaret Wilkins,6,8,8,9,6,2,4,1
Cindy Morris,2,5,8,6,5,7,1,6
Amanda Andrews,9,4,1,1,1,1,4,4
Donna Stevens,4,9,8,7,8,1,6,6
John Cross,8,2,2,2,6,3,2,3
Laura Compton,2,3,1,2,1,9,4,1
April Hernandez,8,1,2,8,4,6,3,1
Dawn Hensley,1,5,2,5,1,2,7,9
Sarah Reeves,2,2,5,1,4,7,7,4
Michael Howe,3,1,2,9,6,2,8,5
Sarah Alexander,7,3,4,6,7,7,3,9
Kara Dickerson,8,2,8,2,4,7,2,9
Misty Stafford,5,7,1,4,2,9,6,8
Michael Melendez,2,2,5,8,8,8,6,9
Melissa Flores,3,4,7,5,1,4,4,3
Linda Hurley,9,8,4,8,7,6,8,2
Ashlee Chapman,6,2,8,3,8,9,6,3
William Jones,1,6,4,9,1,6,4,5
Jessica Brewer,2,6,5,5,7,2,4,6
Lisa Moss,4,7,5,9,4,5,2,5
Bailey Roman,5,2,4,9,6,4,6,7
Sabrina Leonard,8,4,7,5,3,2,2,2
Jackson Donovan,9,5,3,7,8,3,9,9
Tony York,9,4,6,8,1,2,3,5
Mark Olson,2,7,6,7,2,1,3,3
Christopher Castro,4,2,6,5,5,4,6,5
Steven Schultz,7,5,3,6,3,4,6,9
Kelli Aguirre,4,4,7,1,3,2,1,2
Geoffrey Pruitt,6,7,2,5,9,3,6,8
Patrick Walker,7,1,8,7,6,1,2,2
David Navarro,4,6,7,9,9,6,7,3
Samuel Leblanc,2,2,3,1,6,1,6,8
Elizabeth Jones,3,8,9,8,8,3,8,2
Duane Stone,4,5,8,1,3,4,8,5
Martin Wilson,9,9,9,3,9,3,6,6
Jacob Klein,7,6,1,5,1,4,1,8
Craig Sanchez,3,2,6,9,8,9,7,7
Amy Pittman,8,2,4,5,6,2,6,6
Shaun Moon,2,1,4,5,4,5,1,8
Emily Morton,9,2,7,6,6,2,5,1
Jamie Bass,4,5,9,6,8,2,1,9
Melissa Stout,7,6,8,2,5,4,1,7
Bruce Harris,1,5,6,2,9,3,3,3
Amanda Armstrong,2,8,8,8,7,6,9,2
Jason Sanchez,9,5,1,8,9,7,3,6
Megan Coleman,7,7,7,5,6,4,7,5
Nicole Simpson,8,4,2,9,9,7,5,4
Kathryn Clark,3,8,4,8,9,9,2,6
Timothy Davidson,3,4,8,1,7,4,5,4
Tiffany Wilson,1,7,9,8,1,2,7,9
Brianna Hardy,2,4,3,3,6,3,7,2
Taylor Hess,7,2,8,2,2,9,6,9
Jon Moyer,2,6,4,7,2,7,4,8
Erica Dawson,3,7,3,6,7,5,1,1
Andre Watkins,8,1,7,8,1,7,9,5
Chris Jones,3,1,2,1,4,6,1,3
Allison Green,4,5,2,8,5,2,8,1
Andrea Walker DVM,3,4,2,3,9,8,5,3
Jasmine Nguyen,4,7,9,5,6,8,4,7
Richard Santos,3,7,1,7,2,5,5,9
Joseph Curry,9,5,4,5,5,8,9,2
Timothy Mann,2,2,8,7,8,7,8,4
Amanda King,2,1,9,3,2,4,8,7
Nathan Weiss,9,4,9,7,7,1,2,5
John Roberts,7,7,7,9,9,2,1,1
Kelly Smith MD,2,3,3,5,6,5,2,4
Brent Ballard,3,9,7,9,8,5,5,2
Dylan Smith,9,1,5,7,6,6,3,2
Cole Woods,3,7,7,2,3,6,1,9
Deborah Castaneda,2,3,4,6,5,8,7,6
Valerie Gomez,9,9,3,4,3,4,7,9
Mary Lam,1,9,8,7,6,4,3,8
Timothy Chen,3,6,2,9,6,9,9,4
Autumn Young,5,4,9,3,6,8,7,4
Kimberly Clarke,5,5,2,2,5,4,8,5
Sue Russell,5,2,9,2,5,8,1,2
Kenneth Chavez,2,1,3,7,7,9,4,4
Gavin Jones,8,9,6,2,9,2,3,4
Tara Sampson,3,9,4,4,5,4,5,9
Jon Anderson,2,5,6,6,2,5,3,9
Robert Rivera,8,1,7,8,8,9,9,9
Stephanie Ross,6,6,6,7,7,4,2,8
Laura Ray,9,5,4,4,7,8,6,9
Karla Clark DVM,9,1,8,8,5,3,1,6
Bryan Vasquez,1,1,1,5,7,5,3,6
Antonio Murray,5,9,3,5,6,7,9,7
Laura Young,7,2,8,8,7,8,6,7
Brittany Torres,6,3,6,8,4,2,7,7
Brendan James,3,3,3,2,4,3,9,6
Ashley Horn,2,6,9,7,8,6,1,1
Heather Wolfe,9,4,4,3,6,9,3,9
Kim Lang,8,4,4,3,1,7,2,9
Daniel Romero,4,5,6,2,5,2,8,1
William Hernandez,2,4,2,5,7,4,8,1
Courtney Martin,7,2,3,6,2,1,1,1
Kim Curtis,8,7,9,8,8,6,4,2
Ms. Susan Bowen,9,5,9,1,5,4,2,7
Daniel Richards,8,3,1,7,1,3,2,2
Alexander Mcbride,8,5,2,3,6,5,4,3
Megan Simmons,6,7,4,7,8,8,9,7
Craig Bass,2,6,5,8,4,3,8,8
Alyssa Jones,9,8,1,4,5,3,8,6
Gabriel Dalton DVM,3,2,2,6,3,4,1,9
Alyssa Crawford,6,7,8,8,6,7,2,3
Christy Clark,8,5,8,9,6,2,6,7
Alyssa Turner DVM,3,1,3,7,1,7,9,4
Erica Singleton,1,1,2,4,7,5,2,5
Amanda Taylor,3,1,4,9,7,2,1,1
Philip Mercado,7,7,5,7,6,7,1,7
Gabrielle Long,6,6,7,5,9,2,9,8
